nome,categoria,prezzo,tacco,taglie,colore,link
Sandalo da donna in pelle scamosciata beige con glitter applicati,Sandali,€135.00,8,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-scamosciata-beige-con-glitter-applicati
Sandalo slingback da donna in pelle marrone con punta squadrata,Sandali,€149.00,5,35 36 37 38 39 40 41,Marrone ,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slingback-da-donna-in-pelle-marrone-con-punta-squadrat
Ciabattine da donna in pelle scamosciata colore arancio,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-scamosciata-colore-arancio
Ciabattine da donna scamosciate con fascia colore marrone chiaro,Sandali,€79.00,1,35 36 37 38 39 40 41,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-marrone-chiaro
Sandalo da donna classico in pelle colore nero con fasce,Sandali,€149.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-colore-nero-con-fasce
Zeppa da donna biocolore panna e cuoio,Sandali,€189.00,7,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-biocolore-panna-e-cuoio
Sandalo basso da donna in pelle scamosciata beige,Sandali,€99.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-beige
Sandalo basso da donna in pelle scamosciata celeste,Sandali,€99.00,1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-celeste
Sandalo basso da donna in pelle scamosciata verde,Sandali,€99.00,1,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-verde
Sandali bassi ciabatta da donna fatti a mano in pelle color cuoio con fibbia dorata,Sandali,€129.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-ciabatta-da-donna-fatti-a-mano-in-pelle-color-cuoio-con-fibbia-dorata
Sandali ciabatta da donna fatti a mano in pelle nera con fibbia dorata,Sandali,€129.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-ciabatta-da-donna-fatti-a-mano-in-pelle-nera-con-fibbia-dorata
Sandali donna infradito in pelle marrone.,Sandali,€149.00,1,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-testa-di-moro-con-fibbia-dorata
Sandalo doppia fascia da donna in pelle scamosciata marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-marrone
Sandali donna infradito in pelle color nero,Sandali,€149.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-nera-con-fibbia-dorata
Sandalo gladiatore da donna con lacci fatti a mano in pelle marrone,Sandali,€79.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-gladiatore-da-donna-con-lacci-fatti-a-mano-in-pelle-marrone
Sandali Nirvana da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nirvana-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Celestia da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-celestia-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Nebula da donna stile romano antico in pelle nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nebula-da-donna-stile-romano-antico-in-pelle-nero
Sandali alla caviglia da donna stile romano in pelle marrone,Sandali,€149.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-marrone
Sandali alla caviglia da donna stile romano in pelle colore nero,Sandali,€149.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-colore-nero
Sandalo gladiatore da donna con lacci fatti a mano in pelle nero,Sandali,€79.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-gladiatore-da-donna-con-lacci-fatti-a-mano-in-pelle-nero
Sandalo da donna multifasce classico in pelle verniciata bianca,Sandali,€149.00,5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-verniciata-multifasce
Sandali Incanto da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-incanto-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali slip-on da donna fascia larga con pieghe fatti a mano in nappa nera,Sandali,€79.50,,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-slip-on-da-donna-fascia-larga-con-pieghe-fatti-a-mano-in-nappa-nera
Zeppa da donna biocolore panna e nude,Sandali,€189.00,10,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-biocolore-panna-e-nude
Sandali Euforia da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-euforia-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Euforia da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-euforia-da-donna-stile-romano-antico-in-pelle-marrone
Sandali Lumina da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-lumina-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Lumina da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-lumina-da-donna-stile-romano-antico-in-pelle-marrone
Sandali Eclipse da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-eclipse-da-donna-stile-romano-antico-in-pelle-marrone
Sandalo basso da donna in pelle scamosciata marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-marrone
Sandali Solace da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-solace-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandalo doppia fascia da donna in pelle scamosciata verde,Sandali,€99.00,1,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-verde
Sandalo doppia fascia da donna in pelle scamosciata celeste,Sandali,€99.00,1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-celeste
Sandalo da donna a fascia in pelle nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-nero
Sandalo da donna a fascia in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-marrone
Sandalo da donna a fascia in pelle bianco,Sandali,€99.00,1,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-bianco
Sandali slip-on fascia larga con pieghe da donna fatti a mano in nappa nude,Sandali,€79.50,,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-slip-on-fascia-larga-con-pieghe-da-donna-fatti-a-mano-in-nappa-nude
Sandalo doppia fascia da donna in pelle scamosciata beige,Sandali,€99.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-beige
Ciabattine da donna scamosciate colore arancio e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-arancio-e-marrone
Ciabattine da donna scamosciate con fascia colore marrone scuro,Sandali,€79.00,1,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-marrone-scuro
Ciabattine da donna scamosciate con fascia colore viola,Sandali,€79.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-viola
Sandali donna infradito in pelle marrone.,Sandali,€149.00,1,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-testa-di-moro-con-fibbia-dorata
Sandali ciabatta da donna fatti a mano in pelle nera con fibbia dorata,Sandali,€129.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-ciabatta-da-donna-fatti-a-mano-in-pelle-nera-con-fibbia-dorata
Sandali bassi ciabatta da donna fatti a mano in pelle color cuoio con fibbia dorata,Sandali,€129.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-ciabatta-da-donna-fatti-a-mano-in-pelle-color-cuoio-con-fibbia-dorata
Sandalo basso da donna in pelle scamosciata verde,Sandali,€99.00,1,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-verde
Sandalo basso da donna in pelle scamosciata celeste,Sandali,€99.00,1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-celeste
Sandalo basso da donna in pelle scamosciata beige,Sandali,€99.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-beige
Sandali donna infradito in pelle color nero,Sandali,€149.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-bassi-infradito-da-donna-fatti-a-mano-in-pelle-nera-con-fibbia-dorata
Sandalo doppia fascia da donna in pelle scamosciata marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-marrone
Sandalo basso da donna in pelle scamosciata marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-basso-da-donna-in-pelle-scamosciata-marrone
Sandali slip-on da donna fascia larga con pieghe fatti a mano in nappa nera,Sandali,€79.50,,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-slip-on-da-donna-fascia-larga-con-pieghe-fatti-a-mano-in-nappa-nera
Sandali slip-on fascia larga con pieghe da donna fatti a mano in nappa nude,Sandali,€79.50,,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-slip-on-fascia-larga-con-pieghe-da-donna-fatti-a-mano-in-nappa-nude
Sandalo da donna a fascia in pelle bianco,Sandali,€99.00,1,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-bianco
Sandalo da donna a fascia in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-marrone
Sandalo da donna a fascia in pelle nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-fascia-in-pelle-nero
Sandali Incanto da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-incanto-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandalo doppia fascia da donna in pelle scamosciata celeste,Sandali,€99.00,1,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-celeste
Sandalo gladiatore da donna con lacci fatti a mano in pelle nero,Sandali,€79.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-gladiatore-da-donna-con-lacci-fatti-a-mano-in-pelle-nero
Sandali Nirvana da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nirvana-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandalo aperto da donna con tacco basso in pelle colore crema,Sandali,€135.00,4,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-da-donna-con-tacco-basso-in-pelle-colore-crema
Sandalo chiuso tacco medio da donna a punta in pelle colore nero,Sandali,€135.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-colore-nero-1
Sandalo chiuso tacco medio da donna a punta in pelle colore verde,Sandali,€135.00,3,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-verde
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore beige,Sandali,€135.00,3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-beige
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore marrone,Sandali,€135.00,3,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-marrone
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore nero,Sandali,€135.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-nero
Sandalo gladiatore da donna con lacci fatti a mano in pelle marrone,Sandali,€79.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-gladiatore-da-donna-con-lacci-fatti-a-mano-in-pelle-marrone
Zeppa da donna media colore panna,Sandali,€189.00,7,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-media-colore-panna
Sandali Arcadia da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Arcadia da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-marrone
Sandali alla caviglia da donna stile romano in pelle colore nero,Sandali,€149.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-colore-nero
Sandali alla caviglia da donna stile romano in pelle marrone,Sandali,€149.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-alla-caviglia-da-donna-stile-romano-in-pelle-marrone
Sandali Nebula da donna stile romano antico in pelle nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-nebula-da-donna-stile-romano-antico-in-pelle-nero
Sandali Celestia da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-celestia-da-donna-stile-romano-antico-in-pelle-colore-nero
Zeppa da donna alta in pelle colore panna,Sandali,€189.00,10,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-alta-in-pelle-colore-panna
Sandalo doppia fascia da donna in pelle scamosciata verde,Sandali,€99.00,1,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-verde
Sandalo doppia fascia da donna in pelle scamosciata beige,Sandali,€99.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-doppia-fascia-da-donna-in-pelle-scamosciata-beige
Sandali Solace da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-solace-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandalo aperto con fibbia da donna in pelle colore cipria,Sandali,€169.00,5,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-cipria
Sandalo aperto con fibbia da donna in pelle colore rosso,Sandali,€169.00,5,35 36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-rosso
Sandalo aperto con fibbia da donna in pelle colore nero,Sandali,€169.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-nero
Sandalo da donna a forma squadrata in pelle scamosciata nero con glitter,Sandali,€135.00,4,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-squadrata-in-pelle-scamosciata-nero-con-glitter
Ciabattine da donna scamosciate colore marrone chiaro e marrone scuro,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-scamosciate-colore-marrone-chiaro-e-marrone-scuro
Ciabattine da donna scamosciate colore giallo e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone-1
Sandalo da donna a forma in pelle scamosciata colore nero con glitter applicati,Sandali,€151.00,9,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-in-pelle-scamosciata-colore-nero-con-glitter-applicati
Ciabattine da donna scamosciate colore beige e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone
Ciabattine da donna in pelle colore rosa,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-in-pelle-colore-rosa
Ciabattine da donna in pelle colore arancio,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-arancio
Ciabattine da donna in pelle colore nero,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-nero
Ciabattine da donna in pelle colore marrone chiaro,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-bianco-e-marrone
Ciabattine da donna in pelle colore bianco e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-arancio-e-marrone
Ciabattine da donna scamosciate colore viola con fibbia,Sandali,€79.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-viola-con-fibbia
Ciabattine da donna in pelle metallizzata colore rosa,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-metallizzata-colore-rosa
Sandalo chiuso da donna a punta in pelle plissè colore celeste con tacco alto,Sandali,€135.00,8,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-da-donna-a-punta-in-pelle-plisse-colore-celeste-con-tacco-alto
Sandalo chiuso da donna a punta in pelle plissè beige con tacco alto,Sandali,€135.00,8,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-da-donna-a-punta-in-pelle-plisse-beige-con-tacco-alto
Sandalo da donna a forma squadrata in pelle scamosciata beige con glitter,Sandali,€135.00,3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-squadrata-in-pelle-scamosciata-beige-con-glitter
Sandali Eclipse da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-eclipse-da-donna-stile-romano-antico-in-pelle-marrone
Sandali Lumina da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-lumina-da-donna-stile-romano-antico-in-pelle-marrone
Sandali Lumina da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-lumina-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Euforia da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-euforia-da-donna-stile-romano-antico-in-pelle-marrone
Sandali Euforia da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-euforia-da-donna-stile-romano-antico-in-pelle-colore-nero
Zeppa da donna biocolore panna e nude,Sandali,€189.00,10,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-biocolore-panna-e-nude
Zeppa da donna biocolore panna e cuoio,Sandali,€189.00,7,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-biocolore-panna-e-cuoio
Zeppa da donna alta in pelle colore panna,Sandali,€189.00,10,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-alta-in-pelle-colore-panna
Zeppa da donna media colore panna,Sandali,€189.00,7,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/zeppa-da-donna-media-colore-panna
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore nero,Sandali,€135.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-nero
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore marrone,Sandali,€135.00,3,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-marrone
Sandalo chiuso tacco medio da donna a punta in pelle plissè colore beige,Sandali,€135.00,3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-beige
Sandalo chiuso tacco medio da donna a punta in pelle colore verde,Sandali,€135.00,3,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-plisse-colore-verde
Sandalo chiuso tacco medio da donna a punta in pelle colore nero,Sandali,€135.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-tacco-medio-da-donna-a-punta-in-pelle-colore-nero-1
Sandalo aperto da donna con tacco basso in pelle colore crema,Sandali,€135.00,4,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-da-donna-con-tacco-basso-in-pelle-colore-crema
Sandali Arcadia da donna stile romano antico in pelle colore nero,Sandali,€99.00,1,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-colore-nero
Sandali Arcadia da donna stile romano antico in pelle marrone,Sandali,€99.00,1,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandali-arcadia-da-donna-stile-romano-antico-in-pelle-marrone
